college,kmedian,parmedian,public,private,ivyplus,otherelite,hselective,selective,northeast,midwest,west,pctfemale,pctmarried
Southern Illinois University At Carbondale,42000,87300,1,0,0,0,0,1,0,1,0,46.276399,54.960293
Southern Illinois University Edwardsville,41400,87400,1,0,0,0,0,1,0,1,0,57.201391,63.231206
Southern Methodist University,55400,176400,0,1,0,0,1,0,0,0,0,54.548001,58.849925
Southern Nazarene University,41500,83000,0,1,0,0,0,1,0,0,0,51.334703,72.733039
Southern New Hampshire University,42700,85800,0,1,0,0,0,1,1,0,0,50.821829,55.795521
Southern Oregon University,34400,84400,1,0,0,0,0,1,0,0,1,56.656808,53.63065
Southern Polytechnic State University,54800,92400,1,0,0,0,0,1,0,0,0,15.176909,56.924075
Southern University And Agricultural & Mechanical Colg At Baton R,34200,38600,1,0,0,0,0,1,0,0,0,55.626732,21.273299
Southern University At New Orleans,27300,32100,1,0,0,0,0,1,0,0,0,61.509436,16.886793
Southern Utah University,28700,81700,1,0,0,0,0,1,0,0,1,58.900952,77.956837
Southern Virginia University,15700,84500,0,1,0,0,0,0,0,0,0,59.728509,78.086853
Southwest Baptist University,31500,72000,0,1,0,0,0,1,0,1,0,60.6264,73.558074
Southwest Florida College,18900,40900,0,0,0,0,0,0,0,0,0,66.90442,30.817133
Southwestern Adventist University,37100,66100,0,1,0,0,0,1,0,0,0,51.020408,62.882984
Southwestern Assemblies Of God University,32400,70400,0,1,0,0,0,0,0,0,0,53.448278,70.723516
Southwestern College,42600,71300,0,1,0,0,0,1,0,1,0,43.459916,63.350689
Southwestern Oklahoma State University,37300,61700,1,0,0,0,0,1,0,0,0,57.312423,67.798269
Southwestern University,50000,130600,0,1,0,0,1,0,0,0,0,57.770634,64.183152
Spartan College Of Aeronautics And Technology,49300,62100,0,0,0,0,0,0,0,0,0,8.7030716,59.114587
Spelman College,49800,84500,0,1,0,0,0,1,0,0,0,99.508774,32.187304
Spring Arbor University,35500,81800,0,1,0,0,0,1,0,1,0,62.225705,72.245246
Spring Hill College,45100,107000,0,1,0,0,0,1,0,0,0,59.79827,61.32676
Springfield College,55500,105300,0,1,0,0,0,1,1,0,0,48.819742,59.201908
St. Bonaventure University,52000,103300,0,1,0,0,0,1,1,0,0,50.583243,57.125866
St. Catharine College,28500,49400,0,1,0,0,0,0,0,0,0,62.5,58.139205
St. Catherine University,41500,84800,0,1,0,0,0,1,0,1,0,98.728812,60.108846
St. Edward's University,42600,101100,0,1,0,0,0,1,0,0,0,57.104558,49.688423
St. John's College,34500,110900,0,1,0,0,1,0,0,0,0,47.513813,49.136436
St. Lawrence University,49400,108400,0,1,0,0,1,0,1,0,0,53.267044,56.422293
St. Petersburg College,29600,60900,1,0,0,0,0,1,0,0,0,55.269355,43.100587
Stanford University,84800,172600,0,1,1,0,0,0,0,0,1,50.714445,54.568028
"State College Of Florida, Manatee-Sarasota",27700,62400,1,0,0,0,0,1,0,0,0,55.38972,43.848246
State University Of New York At Albany,56300,98000,1,0,0,0,0,1,1,0,0,50.775719,52.217847
State University Of New York At Buffalo,52700,95300,1,0,0,0,0,1,1,0,0,46.327883,56.418443
State University Of New York At Farmingdale,44200,85600,1,0,0,0,0,1,1,0,0,39.14969,42.007616
State University Of New York At New Paltz,46300,91900,1,0,0,0,0,1,1,0,0,64.093429,51.628375
State University Of New York At Stony Brook,60100,73600,1,0,0,0,1,0,1,0,0,49.581456,47.865036
State University Of New York College At Plattsburgh,44600,91400,1,0,0,0,0,1,1,0,0,59.097862,56.725562
State University Of New York College At Potsdam,39400,83800,1,0,0,0,0,1,1,0,0,61.796534,58.17343
State University Of New York Institute Of Technology At Utica,51300,78000,1,0,0,0,0,1,1,0,0,45.774648,59.397799
Stephen F Austin State University,41900,89300,1,0,0,0,0,1,0,0,0,59.569466,59.920651
Stephens College,32900,94500,0,1,0,0,0,1,0,1,0,95.999998,53.839111
Sterling College,35000,71600,0,1,0,0,0,1,0,1,0,53.821653,69.550425
Stetson University,44500,98300,0,1,0,0,0,1,0,0,0,55.888975,59.183782
Stevens Henager College,23200,61000,0,1,0,0,0,0,0,0,1,65.06024,57.358158
Stevens Institute Of Technology,92100,96000,0,1,0,0,1,0,1,0,0,25.8248,59.24843
Stevenson University,55200,99000,0,1,0,0,0,1,0,0,0,70.458335,66.117537
Stillman College,29600,37200,0,1,0,0,0,1,0,0,0,51.773047,20.755719
Stonehill College,64500,123800,0,1,0,0,0,1,1,0,0,58.512717,64.808553
Strayer University,34200,52700,0,0,0,0,0,0,0,0,0,59.053832,32.198945
Suffolk University,47600,88100,0,1,0,0,0,1,1,0,0,59.149724,49.45645
Sul Ross State University,37100,45000,1,0,0,0,0,1,0,0,0,44.509345,52.143162
"Sullivan University, Sullivan College Of Technology And Design And Spencerian College",27700,60900,0,0,0,0,0,0,0,0,0,53.769994,45.836714
SUNY At Fredonia,44000,94300,1,0,0,0,0,1,1,0,0,60.438412,64.431745
SUNY College At Brockport,43500,86800,1,0,0,0,0,1,1,0,0,58.733332,63.364959
SUNY College At Buffalo,38400,77700,1,0,0,0,0,1,1,0,0,63.069475,53.632516
SUNY College At Cortland,50600,94500,1,0,0,0,0,1,1,0,0,60.479039,63.946134
SUNY College At Geneseo,51500,107400,1,0,0,0,1,0,1,0,0,64.848125,66.46446
SUNY College At Old Westbury,39200,48400,1,0,0,0,0,1,1,0,0,61.885792,33.014035
SUNY College At Oneonta,45900,92700,1,0,0,0,0,1,1,0,0,60.468799,54.469556
SUNY College At Oswego,45200,85900,1,0,0,0,0,1,1,0,0,55.968404,57.279271
SUNY College At Purchase,36200,103100,1,0,0,0,0,1,1,0,0,54.685575,37.206349
SUNY College Of Agriculture & Technology At Cobleskill,34200,71700,1,0,0,0,0,1,1,0,0,39.403552,47.870165
SUNY College Of Agriculture & Technology At Morrisville,30700,54000,1,0,0,0,0,1,1,0,0,39.360082,42.804718
SUNY College Of Technology At Alfred,38400,66700,1,0,0,0,0,1,1,0,0,26.29723,51.33332
SUNY College Of Technology At Canton,30300,52600,1,0,0,0,0,1,1,0,0,40.577507,46.526378
SUNY College Of Technology At Delhi,34400,63600,1,0,0,0,0,1,1,0,0,39.236546,45.186087
SUNY Empire State College,39000,76000,1,0,0,0,0,1,1,0,0,44.645798,47.361469
SUNY Maritime College,90500,103800,1,0,0,0,0,1,1,0,0,13.333334,60.42431
SUNY Upstate Medical University And SUNY College Of Environment Science And Forestry,49700,89900,1,0,0,0,0,1,1,0,0,44.272447,59.346414
Susquehanna University,52900,113300,0,1,0,0,0,1,1,0,0,57.315236,66.306734
Swarthmore College,56700,135900,0,1,0,1,0,0,1,0,0,52.717948,51.523697
Sweet Briar College,39000,109900,0,1,0,0,0,1,0,0,0,99.481863,54.520142
Syracuse University,61100,119700,0,1,0,0,1,0,1,0,0,55.216485,54.729086
Tabor College,32800,74000,0,1,0,0,0,1,0,1,0,45.28302,76.064676
Tarleton State University,41000,75900,1,0,0,0,0,1,0,0,0,52.602357,69.047302
Taylor University,34200,102100,0,1,0,0,0,1,0,1,0,54.199773,76.109856
Temple University,46700,82700,1,0,0,0,0,1,1,0,0,59.55506,47.447142
Tennessee State University,36200,52600,1,0,0,0,0,1,0,0,0,61.925602,28.798807
Tennessee Technological University,39700,78400,1,0,0,0,0,1,0,0,0,45.995894,68.043751
Tennessee Wesleyan College,36300,71800,0,1,0,0,0,1,0,0,0,66.564417,68.136925
Texas A&M International University,42800,35400,1,0,0,0,0,1,0,0,0,61.046511,49.03383
Texas A&M University,59400,119400,1,0,0,0,1,0,0,0,0,51.724946,72.902215
Texas A&M University - Commerce,38000,72800,1,0,0,0,0,1,0,0,0,53.730512,60.073853
Texas A&M University - Corpus Christi,43400,81700,1,0,0,0,0,1,0,0,0,60.050571,58.638573
Texas A&M University - Kingsville,39800,47700,1,0,0,0,0,1,0,0,0,43.98542,49.503097
Texas Christian University,52200,142700,0,1,0,0,1,0,0,0,0,59.044099,68.125921
Texas Lutheran University,47600,92800,0,1,0,0,0,1,0,0,0,54.934824,67.613995
Texas Southern University,27700,36300,1,0,0,0,0,1,0,0,0,49.746042,16.192685
Texas State University,44000,100900,1,0,0,0,0,1,0,0,0,58.667696,60.760945
Texas Tech University,48800,110300,1,0,0,0,0,1,0,0,0,48.786646,66.575867
Texas Wesleyan University,42000,62800,0,1,0,0,0,1,0,0,0,62.096775,51.739711
Texas Woman's University,40200,82600,1,0,0,0,0,1,0,0,0,96.236557,55.806196
Thiel College,36300,69500,0,1,0,0,0,1,1,0,0,49.271524,60.255367
Thomas A Edison State College,37500,79300,1,0,0,0,0,1,1,0,0,49.401197,69.504958
Thomas College,38000,60700,0,1,0,0,0,1,1,0,0,48.275861,63.090479
Thomas More College,45600,89700,0,1,0,0,0,1,0,0,0,43.366879,68.076438
Tiffin University,38400,75400,0,1,0,0,0,1,0,1,0,41.577062,54.42614
Transylvania University,45200,98300,0,1,0,0,0,1,0,0,0,56.666666,66.240519
Trevecca Nazarene University,34000,79400,0,1,0,0,0,1,0,0,0,56.955808,71.782333
Trine University,50800,83700,0,1,0,0,0,1,0,1,0,32.167831,72.922248
Trinity Christian College,37800,92700,0,1,0,0,0,1,0,1,0,63.265306,73.882031
"Trinity College of Hartford, CT",67300,198000,0,1,0,0,1,0,1,0,0,48.580787,50.442004
Trinity International University,33700,86400,0,1,0,0,0,1,0,1,0,54.054052,75.025427
Trinity University,58100,153200,0,1,0,0,1,0,0,0,0,50.831354,62.086594
Trocaire College,38200,65400,0,1,0,0,0,0,1,0,0,90.303028,56.921661
"Troy University And Troy State Universities, Montgomery And Dothan",35800,64400,1,0,0,0,0,1,0,0,0,54.307115,56.60482
Truett Mcconnell College,32200,103100,0,1,0,0,0,0,0,0,0,44.396552,56.884831
Truman State University,46400,104700,1,0,0,0,0,1,0,1,0,59.582245,70.734173
Tufts University,73100,187900,0,1,0,1,0,0,1,0,0,54.974449,58.737248
Tusculum College,37100,67600,0,1,0,0,0,1,0,0,0,41.534391,54.885477
Tuskegee University,38900,54400,0,1,0,0,0,1,0,0,0,57.844388,30.835351
"Union College of Schenectady, NY",66600,134700,0,1,0,0,1,0,1,0,0,49.793389,62.193918
Union University,38900,89300,0,1,0,0,0,1,0,0,0,63.349915,82.592905
United Talmudical Seminary,15300,21200,0,1,0,0,0,0,1,0,0,1.3761468,94.151753
University Of Advancing Computer Technology,38100,80600,0,0,0,0,0,0,0,0,1,15.024631,42.786416
University Of Akron ,35700,74300,1,0,0,0,0,1,0,1,0,50.390828,54.306358
University Of Alabama,44300,106100,1,0,0,0,0,1,0,0,0,54.905641,62.557709
University Of Alabama At Birmingham,38100,74600,1,0,0,0,0,1,0,0,0,60.29126,49.367833
University Of Alabama In Huntsville,45800,91300,1,0,0,0,0,1,0,0,0,49.869043,61.150283
University Of Alaska System,35300,85000,1,0,0,0,0,1,0,0,1,53.270841,52.311498
University Of Arkansas,45800,93400,1,0,0,0,0,1,0,0,0,50.233305,65.144235
University Of Arkansas At Fort Smith,27800,58400,1,0,0,0,0,1,0,0,0,54.043865,55.79021
University Of Arkansas At Little Rock,30900,62900,1,0,0,0,0,1,0,0,0,59.017074,48.153365
University Of Arkansas At Monticello,31400,58800,1,0,0,0,0,1,0,0,0,53.527606,53.768307
University Of Arkansas At Pine Bluff,28200,35400,1,0,0,0,0,1,0,0,0,51.620114,19.208598
University Of Bridgeport,31900,56600,0,1,0,0,0,1,1,0,0,61.9403,36.047974
"University Of California, Berkeley",67900,114700,1,0,0,0,1,0,0,0,1,53.369856,49.893191
"University Of California, Davis",61600,109400,1,0,0,0,0,1,0,0,1,58.041376,56.190777
"University Of California, Irvine",60400,92100,1,0,0,0,1,0,0,0,1,52.984691,50.187969
"University Of California, Los Angeles",65800,105500,1,0,0,1,0,0,0,0,1,56.020278,50.893259
"University Of California, Riverside",52800,75000,1,0,0,0,0,1,0,0,1,55.040181,50.917256
"University Of California, San Diego",65300,111300,1,0,0,0,1,0,0,0,1,53.971821,54.166245
"University Of California, Santa Barbara",58800,124000,1,0,0,0,1,0,0,0,1,56.352043,54.432124
"University Of California, Santa Cruz",46100,115400,1,0,0,0,0,1,0,0,1,56.711745,44.379935
University Of Central Arkansas,38800,77200,1,0,0,0,0,1,0,0,0,59.309882,61.760318
University Of Central Florida,46000,91200,1,0,0,0,0,1,0,0,0,54.534453,56.590831
University Of Central Missouri,38900,83800,1,0,0,0,0,1,0,1,0,53.526109,66.453302
University Of Central Oklahoma,37800,77500,1,0,0,0,0,1,0,0,0,58.657479,64.525205
University Of Charleston,38000,77700,0,1,0,0,0,1,0,0,0,63.966483,62.892014
University Of Chicago ,61700,132000,0,1,1,0,0,0,0,1,0,50.837195,50.651628
University Of Cincinnati,39100,85200,1,0,0,0,0,1,0,1,0,49.907199,54.442739
University Of Colorado System,48300,128200,1,0,0,0,0,1,0,0,1,51.252341,56.645828
University Of Connecticut,56700,110300,1,0,0,0,1,0,1,0,0,54.140127,59.301078
University Of Dallas,44200,116700,0,1,0,0,0,1,0,0,0,59.691912,62.417471
University Of Dayton,57300,128400,0,1,0,0,0,1,0,1,0,51.89178,69.250166
University Of Delaware,57700,131400,1,0,0,0,0,1,0,0,0,59.043479,62.722343
University Of Denver,51200,152000,0,1,0,0,0,1,0,0,1,52.865982,56.355536
University Of Detroit Mercy,45600,85200,0,1,0,0,0,1,0,1,0,53.631288,52.606511
University Of Evansville,41600,96700,0,1,0,0,0,1,0,1,0,62.664819,68.099409
University Of Findlay ,39900,81800,0,1,0,0,0,1,0,1,0,59.743434,63.854963
University Of Florida,56700,106100,1,0,0,0,1,0,0,0,0,55.907649,60.54576
University Of Georgia,49900,127400,1,0,0,0,1,0,0,0,0,58.411574,65.955752
University Of Hartford,47400,106300,0,1,0,0,0,1,1,0,0,49.659401,50.857264
University Of Hawaii And Hawaii Community Colleges,35600,75200,1,0,0,0,0,1,0,0,1,52.249587,43.641827
University Of Houston System,45400,65700,1,0,0,0,0,1,0,0,0,55.881077,49.37464
University Of Idaho,41300,86600,1,0,0,0,0,1,0,0,1,48.020545,64.237285
University Of Illinois System,59700,109000,1,0,0,0,1,0,0,1,0,51.503074,60.310549
University Of Indianapolis,40600,86100,0,1,0,0,0,1,0,1,0,64.23797,66.014224
University Of Iowa,52600,114700,1,0,0,0,0,1,0,1,0,55.351979,65.22004
University Of Kansas,47300,116600,1,0,0,0,0,1,0,1,0,53.551483,62.197393
University Of Kentucky,40100,98800,1,0,0,0,0,1,0,0,0,51.194721,61.528373
University Of La Verne,48600,72300,0,1,0,0,0,1,0,0,1,63.200933,52.343291
University Of Louisiana At Lafayette,39200,75800,1,0,0,0,0,1,0,0,0,55.266213,54.544735
University Of Louisiana At Monroe,35000,59700,1,0,0,0,0,1,0,0,0,62.067872,53.732902
University Of Louisville,39800,87400,1,0,0,0,0,1,0,0,0,52.718574,58.415246
University Of Maine System,34300,72600,1,0,0,0,0,1,1,0,0,56.717867,55.241311
University Of Mary,49800,79700,0,1,0,0,0,1,0,1,0,61.317569,76.345414
University Of Mary Hardin-Baylor,40100,83700,0,1,0,0,0,1,0,0,0,61.818182,69.769478
University Of Mary Washington,50000,133800,1,0,0,0,0,1,0,0,0,69.395465,66.125917
University Of Maryland System (Except University College) And Baltimore City Community College,53500,102800,1,0,0,0,1,0,0,0,0,55.826402,51.65112
University Of Maryland University College,40100,53900,1,0,0,0,0,1,0,0,0,33.891153,52.660525
University Of Massachusetts System,51700,100000,1,0,0,0,0,1,1,0,0,51.549858,54.373878
University Of Memphis ,36100,83000,1,0,0,0,0,1,0,0,0,57.744789,48.507318
University Of Miami,54800,110100,0,1,0,1,0,0,0,0,0,56.169146,48.479277
University Of Michigan - Ann Arbor,68700,156100,1,0,0,0,1,0,0,1,0,51.844788,59.349805
University Of Michigan - Dearborn,50200,105200,1,0,0,0,0,1,0,1,0,50.64255,59.465629
University Of Michigan - Flint,38700,94500,1,0,0,0,0,1,0,1,0,63.396007,62.214154
University Of Minnesota System,48800,101600,1,0,0,0,1,0,0,1,0,52.511138,62.610161
University Of Mississippi,43300,109100,1,0,0,0,0,1,0,0,0,51.830286,64.084941
University Of Missouri System And Missouri University Of Science And Technology,48800,103000,1,0,0,0,0,1,0,1,0,51.824635,64.68268
University Of Mobile,31300,77600,0,1,0,0,0,1,0,0,0,63.588393,66.848719
University Of Montana ,34600,82400,1,0,0,0,0,1,0,0,1,52.602381,55.552334
University Of Montana Western ,32200,59700,1,0,0,0,0,1,0,0,1,52.871621,64.45362
University Of Montevallo,34900,87700,1,0,0,0,0,1,0,0,0,70.107961,61.203992
University Of Mount Olive,38100,57100,0,1,0,0,0,1,0,0,0,50.215518,57.902265
University Of Mount Union,44100,83400,0,1,0,0,0,1,0,1,0,56.684142,68.193728
University Of Nebraska System,45200,89400,1,0,0,0,0,1,0,1,0,51.738536,68.910116
University Of Nevada - Las Vegas,41500,90400,1,0,0,0,0,1,0,0,1,54.300064,49.966329
"University Of Nevada , Reno",45900,103500,1,0,0,0,0,1,0,0,1,54.097253,58.255136
University Of New England,48100,89600,0,1,0,0,0,1,1,0,0,75,59.141123
University Of New Hampshire,49100,109900,1,0,0,0,0,1,1,0,0,58.09049,61.513877
University Of New Haven,49800,84900,0,1,0,0,0,1,1,0,0,40.43977,51.93671
University Of New Mexico,34900,73900,1,0,0,0,0,1,0,0,1,57.00525,49.551368
University Of New Orleans ,36500,66400,1,0,0,0,0,1,0,0,0,55.952781,44.694382
University Of North Alabama,36000,80300,1,0,0,0,0,1,0,0,0,57.775021,64.542055
University Of North Carolina  Asheville,36500,90600,1,0,0,0,0,1,0,0,0,56.408542,55.898976
University Of North Carolina - Chapel Hill,54200,129500,1,0,0,1,0,0,0,0,0,61.003566,63.26949
University Of North Carolina - Charlotte,42700,92300,1,0,0,0,0,1,0,0,0,55.613047,59.514904
University Of North Carolina - Greensboro,36800,88700,1,0,0,0,0,1,0,0,0,69.92386,56.667459
University Of North Carolina At Pembroke,33100,63600,1,0,0,0,0,1,0,0,0,53.836894,49.25535
University Of North Carolina At Wilmington ,41700,106500,1,0,0,0,0,1,0,0,0,62.080002,59.900403
University Of North Carolina School Of The Arts,32000,106800,1,0,0,0,0,1,0,0,0,41.794312,41.158786
University Of North Dakota,49400,90000,1,0,0,0,0,1,0,1,0,47.278208,67.548597
University Of North Florida,42400,88900,1,0,0,0,0,1,0,0,0,59.247506,59.389329
University Of North Georgia,40700,96300,1,0,0,0,0,1,0,0,0,62.399596,68.437022
University Of North Texas,42000,98700,1,0,0,0,0,1,0,0,0,57.823056,56.150842
University Of Northern Colorado,40900,99000,1,0,0,0,0,1,0,0,1,58.478504,64.077163
University Of Northern Iowa,45800,88700,1,0,0,0,0,1,0,1,0,59.697509,73.745334
University Of Northwestern- St Paul,32800,79700,0,1,0,0,0,1,0,1,0,62.457913,76.89274
University Of Notre Dame,78800,165400,0,1,0,1,0,0,0,1,0,46.675828,67.53
University Of Oklahoma,47200,98500,1,0,0,0,0,1,0,0,0,49.654567,64.282191
University Of Oregon,43700,108700,1,0,0,0,0,1,0,0,1,55.445677,55.314064
University Of Pennsylvania,91800,175300,0,1,1,0,0,0,1,0,0,49.685818,58.600765
University Of Phoenix,35200,56000,0,0,0,0,0,0,0,0,1,53.35145,50.94431
University Of Pikeville,32000,57400,0,1,0,0,0,1,0,0,0,55.086374,58.478713
University Of Pittsburgh System,48900,91200,1,0,0,0,1,0,1,0,0,53.796375,60.000378
University Of Portland,56100,117600,0,1,0,0,0,1,0,0,1,59.042883,66.868776
University Of Puget Sound,51400,129700,0,1,0,0,1,0,0,0,1,60.011375,57.345718
University Of Redlands,47700,108400,0,1,0,0,0,1,0,0,1,57.885903,56.49572
University Of Rhode Island,53400,105900,1,0,0,0,0,1,1,0,0,55.134767,57.561028
University Of Richmond,69600,180600,0,1,0,1,0,0,0,0,0,51.417768,66.693622
University Of Rio Grande,27900,60300,0,1,0,0,0,1,0,1,0,57.249767,59.015089
University Of Rochester,62000,129200,0,1,0,1,0,0,1,0,0,45.448416,57.124299
"University Of Saint Francis of Fort Wayne, IN",38600,83700,0,1,0,0,0,1,0,1,0,63.21094,68.92966
"University Of Saint Francis of Joliet, IL",48500,91600,0,1,0,0,0,1,0,1,0,62.591434,66.536272
University Of Saint Joseph,45800,86600,0,1,0,0,0,1,1,0,0,99.546486,52.178866
"University Of Saint Thomas of Houston, TX",48600,90600,0,1,0,0,0,1,0,0,0,64.544141,52.544707
"University Of Saint Thomas of Saint Paul, MN",57400,122900,0,1,0,0,0,1,0,1,0,52.997363,67.593151
University Of San Diego,61200,139300,0,1,0,0,1,0,0,0,1,64.205819,58.574003
University Of San Francisco,56900,106900,0,1,0,0,0,1,0,0,1,66.355139,48.220393
University Of Science & Arts Of Oklahoma,28400,59400,1,0,0,0,0,1,0,0,0,60.186625,56.930727
University Of Scranton,60000,120200,0,1,0,0,0,1,1,0,0,57.036453,65.840173
University Of Sioux Falls,42600,78600,0,1,0,0,0,1,0,1,0,53.246754,82.188666
University Of South Alabama,36700,76700,1,0,0,0,0,1,0,0,0,60.879284,56.066066
University Of South Carolina System,39600,85400,1,0,0,0,0,1,0,0,0,58.188897,56.708586
"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",39600,71600,1,0,0,0,0,1,0,1,0,52.128643,67.618221
University Of South Florida,42400,80500,1,0,0,0,0,1,0,0,0,59.622711,55.096859
University Of Southern California,63700,120100,0,1,0,1,0,0,0,0,1,50.873554,50.037253
University Of Southern Indiana,35400,83700,1,0,0,0,0,1,0,1,0,56.993008,63.254517
University Of Southern Mississippi,37200,76700,1,0,0,0,0,1,0,0,0,61.113393,56.439006
University Of Tampa ,44700,92900,0,1,0,0,0,1,0,0,0,62.253696,50.051349
University Of Tennessee System,42000,99200,1,0,0,0,0,1,0,0,0,54.312623,62.256122
University Of Texas - Pan American,39300,31700,1,0,0,0,0,1,0,0,0,55.733901,45.201543
University Of Texas At Arlington,46500,83600,1,0,0,0,0,1,0,0,0,53.571427,57.149899
University Of Texas At Austin,57900,125100,1,0,0,0,1,0,0,0,0,51.875508,59.126681
University Of Texas At Brownsville,29800,26400,1,0,0,0,0,1,0,0,0,55.944747,42.932925
University Of Texas At Dallas,57100,100800,1,0,0,0,1,0,0,0,0,43.134716,57.260406
University Of Texas At El Paso,38400,42400,1,0,0,0,0,1,0,0,0,52.431458,47.65313
University Of Texas At San Antonio,43000,74300,1,0,0,0,0,1,0,0,0,54.766494,53.51193
University Of Texas At Tyler,40600,80500,1,0,0,0,0,1,0,0,0,65.145987,69.532216
University Of Texas Of The Permian Basin,43300,64200,1,0,0,0,0,1,0,0,0,58.374387,62.275636
University Of The Arts ,28700,100600,0,1,0,0,0,0,1,0,0,52.395672,39.312306
University Of The Cumberlands,36000,67000,0,1,0,0,0,1,0,0,0,50.472587,67.29756
University Of The District Of Columbia,30100,40000,1,0,0,0,0,1,0,0,0,63.775027,14.535612
University Of The Incarnate Word,40200,69900,0,1,0,0,0,1,0,0,0,69.021738,49.943516
University Of The Ozarks,40300,72600,0,1,0,0,0,1,0,0,0,48.598132,61.283273
University Of The Pacific,59000,96500,0,1,0,0,0,1,0,0,1,60.280627,59.446138
University Of The Sciences In Philadelphia,102700,95300,0,1,0,0,0,1,1,0,0,66.343039,64.841211
University Of The South ,46600,174200,0,1,0,0,1,0,0,0,0,54.653466,67.054856
University Of Toledo,41400,85200,1,0,0,0,0,1,0,1,0,48.946288,58.522171
University Of Tulsa ,46400,93600,0,1,0,0,1,0,0,0,0,55.98377,60.456246
University Of Utah,41400,107400,1,0,0,0,0,1,0,0,1,50.647098,68.988663
University Of Vermont And State Agricultural College,46700,120100,1,0,0,0,0,1,1,0,0,55.23324,55.877852
University Of Virginia,71200,151000,1,0,0,1,0,0,0,0,0,55.002838,62.716591
University Of Virginia's College At Wise ,38200,69900,1,0,0,0,0,1,0,0,0,50.544322,65.700847
University Of Washington System,57500,108100,1,0,0,0,0,1,0,0,1,52.928507,57.392865
University Of West Alabama,35800,60200,1,0,0,0,0,1,0,0,0,54.328358,50.90788
University Of West Florida ,37500,79700,1,0,0,0,0,1,0,0,0,58.199847,57.86227
University Of West Georgia,37500,85400,1,0,0,0,0,1,0,0,0,58.767772,56.551266
University Of Wisconsin System,44000,96100,1,0,0,0,1,0,0,1,0,55.335397,63.920385
University Of Wyoming,45700,90100,1,0,0,0,0,1,0,0,1,51.705354,67.054427
Upper Iowa University,36900,62000,0,1,0,0,0,1,0,1,0,48.672566,55.400813
Urbana University,38900,75500,0,1,0,0,0,1,0,1,0,45.652175,64.71647
Ursinus College,58500,103200,0,1,0,0,0,1,1,0,0,55.161291,62.653041
Ursuline College,39300,75100,0,1,0,0,0,1,0,1,0,95.636362,57.043773
Utah State University,30100,91300,1,0,0,0,0,1,0,0,1,55.606407,79.703969
Utah Valley University,29300,89800,1,0,0,0,0,1,0,0,1,46.587822,77.311224
Utica College,47800,67500,0,1,0,0,0,1,1,0,0,58.357489,54.34733
Valdosta State University,37800,83400,1,0,0,0,0,1,0,0,0,59.614891,59.747541
Valencia College,29600,62000,1,0,0,0,0,1,0,0,0,54.941511,44.302782
Valley City State University,41800,62700,1,0,0,0,0,1,0,1,0,48.758465,71.825904
Valparaiso University,51200,107000,0,1,0,0,0,1,0,1,0,54.106027,68.147784
Vanderbilt University,72800,197900,0,1,0,1,0,0,0,0,0,53.726566,63.889211
Vanguard University Of Southern California,32900,83200,0,1,0,0,0,1,0,0,1,62.135923,71.484703
Vassar College,46000,145100,0,1,0,1,0,0,1,0,0,60.714287,44.555253
Vatterott College,27200,48500,0,0,0,0,0,0,0,1,0,41.241077,39.620981
Vaughn College Of Aeronautics And Technology,53000,30900,0,1,0,0,0,0,1,0,0,9.9518456,39.375299
Villanova University,78300,159900,0,1,0,1,0,0,1,0,0,50.053751,63.73328
Vincennes University,32600,68800,1,0,0,0,0,1,0,1,0,36.946717,55.315363
Virginia College,20200,36500,0,0,0,0,0,0,0,0,0,68.527263,28.743851
Virginia Commonwealth University,40200,90700,1,0,0,0,0,1,0,0,0,60.536742,51.194024
Virginia Military Institute,70800,116700,1,0,0,0,0,1,0,0,0,5.6910571,67.730194
Virginia Polytechnic Institute & State University,62300,123300,1,0,0,0,1,0,0,0,0,43.178684,65.335566
Virginia State University,35900,52200,1,0,0,0,0,1,0,0,0,54.688799,25.135735
Virginia Wesleyan College,40400,90400,0,1,0,0,0,1,0,0,0,61.904764,55.334544
Viterbo University,38600,78200,0,1,0,0,0,1,0,1,0,73.862159,65.008473
Wabash College,58200,100800,0,1,0,0,0,1,0,1,0,0.33057851,62.956327
Wagner College,58000,114400,0,1,0,0,0,1,1,0,0,58.172232,57.70995
Wake Forest University,71500,191500,0,1,0,1,0,0,0,0,0,51.275688,65.989584
Waldorf College,39300,70300,0,0,0,0,0,0,0,1,0,46.153846,71.445614
Walla Walla University,39000,94100,0,1,0,0,0,1,0,0,1,52.194357,69.295704
Walsh University,42600,82700,0,1,0,0,0,1,0,1,0,55.403346,66.895604
Warren Wilson College,23800,104100,0,1,0,0,0,1,0,0,0,63.473052,47.583985
Wartburg College,48400,85100,0,1,0,0,0,1,0,1,0,54.817706,78.110844
Washburn University - Topeka,39400,80800,1,0,0,0,0,1,0,1,0,56.844109,63.039273
Washington Adventist University,36200,74900,0,1,0,0,0,1,0,0,0,60.904253,48.828545
Washington And Jefferson College,54700,99300,0,1,0,0,0,1,1,0,0,47.247708,60.048878
Washington And Lee University,78200,226700,0,1,0,1,0,0,0,0,0,44.161186,65.991741
Washington College,51500,120900,0,1,0,0,0,1,0,0,0,60.742706,60.547525
Washington State University,50000,104200,1,0,0,0,0,1,0,0,1,52.909046,64.539325
Washington University In St. Louis,67500,180200,0,1,0,1,0,0,0,1,0,52.833766,58.425957
